丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
1994/2/24,1.3214,1.3304,1.2946,1.308,49.46M
1994/2/25,1.3214,1.3304,1.2679,1.2857,59.28M
1994/2/28,1.2946,1.3214,1.2857,1.3036,30.89M
1994/3/1,1.3125,1.3125,1.2768,1.2946,52.97M
1994/3/2,1.2589,1.2946,1.2411,1.2723,73.54M
1994/3/3,1.2768,1.2946,1.2679,1.2768,47.12M
1994/3/4,1.2857,1.3393,1.2768,1.3125,56.71M
1994/3/7,1.3214,1.3616,1.3125,1.3527,77.60M
1994/3/8,1.3571,1.3571,1.3125,1.3214,46.51M
1994/3/9,1.308,1.3393,1.2857,1.3393,62.13M
1994/3/10,1.3304,1.3437,1.3125,1.3304,35.94M
1994/3/11,1.3214,1.3482,1.3125,1.3304,40.46M
1994/3/14,1.375,1.375,1.3482,1.3616,110M
1994/3/15,1.3661,1.3661,1.3304,1.3437,51.14M
1994/3/16,1.3393,1.3482,1.3036,1.3125,36.79M
1994/3/17,1.3125,1.3214,1.2946,1.3036,39.06M
1994/3/18,1.3125,1.3125,1.2768,1.2991,55.92M
1994/3/21,1.2991,1.3036,1.2589,1.2679,61.63M
1994/3/22,1.2589,1.2679,1.2321,1.25,60.71M
1994/3/23,1.2589,1.2679,1.2232,1.2545,54.17M
1994/3/24,1.2545,1.2589,1.2143,1.2321,47.02M
1994/3/25,1.2411,1.2411,1.1696,1.1696,85.91M
1994/3/28,1.1786,1.2143,1.1696,1.1875,70.64M
1994/3/29,1.1875,1.2054,1.1518,1.1696,53.38M
1994/3/30,1.1607,1.1875,1.1339,1.1607,42.46M
1994/3/31,1.1607,1.1964,1.125,1.1875,52.26M
1994/4/4,1.1518,1.1875,1.1339,1.1875,42.08M
1994/4/5,1.2054,1.2232,1.1964,1.1964,24.47M
1994/4/6,1.2143,1.2143,1.1696,1.1964,32.27M
1994/4/7,1.1964,1.2054,1.1696,1.1853,19.34M
1994/4/8,1.2054,1.2143,1.1875,1.1964,44.21M
1994/4/11,1.1964,1.1964,1.1607,1.1964,26.71M
1994/4/12,1.192,1.192,1.1339,1.1429,34.21M
1994/4/13,1.1518,1.1607,1.1161,1.1339,58.28M
1994/4/14,1.0893,1.1339,1.0714,1.125,55.50M
1994/4/15,1.1161,1.125,1.0714,1.0804,47.09M
1994/4/18,1.0893,1.0893,1.0446,1.058,57.57M
1994/4/19,1.0625,1.0714,1.0179,1.0357,41.59M
1994/4/20,1.0446,1.0714,1,1.0089,70.46M
1994/4/21,1.0179,1.0893,0.9643,1.058,103M
1994/4/22,1.1161,1.1429,1.0179,1.0625,174M
1994/4/25,1.0625,1.1071,1.0536,1.1071,89.81M
1994/4/26,1.125,1.125,1.1071,1.1161,41.06M
1994/4/28,1.1071,1.1161,1.0625,1.0804,25.12M
1994/4/29,1.0714,1.0893,1.0625,1.0714,23.70M
1994/5/2,1.0714,1.1161,1.0714,1.1071,30.81M
1994/5/3,1.1071,1.1161,1.0536,1.0804,33.22M
1994/5/4,1.1071,1.1875,1.0893,1.1786,91.04M
1994/5/5,1.1875,1.2054,1.1518,1.1741,72.08M
1994/5/6,1.1518,1.1696,1.1161,1.154,46.94M
1994/5/9,1.1518,1.1607,1.0982,1.1161,35.12M
1994/5/10,1.1339,1.1429,1.1071,1.1071,36.71M
1994/5/11,1.1071,1.125,1.0625,1.0804,36.38M
1994/5/12,1.0893,1.0982,1.0536,1.0603,26.78M
1994/5/13,1.0625,1.0893,1.0446,1.0714,23.15M
1994/5/16,1.0714,1.0893,1.0536,1.0536,33.85M
1994/5/17,1.0625,1.0625,1.0268,1.0491,45.03M
1994/5/18,1.0625,1.0982,1.0446,1.0937,30.97M
1994/5/19,1.0982,1.1607,1.0893,1.1473,68.40M
1994/5/20,1.1339,1.1518,1.1071,1.1094,24.54M
1994/5/23,1.1071,1.1161,1.0714,1.0893,29.99M
1994/5/24,1.1071,1.1161,1.0804,1.0982,31.61M
1994/5/25,1.0804,1.1339,1.0714,1.1161,34.03M
1994/5/26,1.125,1.125,1.0804,1.0893,18.26M
1994/5/27,1.0804,1.0982,1.0536,1.0692,27.17M
1994/5/31,1.0536,1.0536,1.0179,1.0446,64.35M
1994/6/1,1.0179,1.0223,0.9955,1.0089,96.44M
1994/6/2,1.0134,1.0179,0.9687,0.9777,96.23M
1994/6/3,0.9687,1,0.9554,0.9866,88.42M
1994/6/6,0.9821,0.9911,0.9643,0.9777,31.51M
1994/6/7,0.9732,0.9911,0.9732,0.9821,35.06M
1994/6/8,0.9821,0.9866,0.9286,0.933,68.51M
1994/6/9,0.9152,0.9643,0.9107,0.9643,73.38M
1994/6/10,0.9687,0.9777,0.942,0.9464,35.71M
1994/6/13,0.942,0.971,0.942,0.9643,23.23M
1994/6/14,0.9732,0.9777,0.9509,0.9665,38.59M
1994/6/15,0.9643,1,0.9598,0.9933,39.87M
1994/6/16,0.9911,0.9911,0.933,0.942,54.56M
1994/6/17,0.9286,0.9554,0.9241,0.9464,56.12M
1994/6/20,0.9375,0.9732,0.9286,0.9687,49.97M
1994/6/21,0.9598,0.9732,0.9196,0.9286,60.82M
1994/6/22,0.9375,0.9554,0.9286,0.9375,28.46M
1994/6/23,0.9375,0.9375,0.8884,0.8973,50.97M
1994/6/24,0.8973,0.933,0.8839,0.9146,73.21M
1994/6/27,0.9018,0.9375,0.8795,0.9375,63.99M
1994/6/28,0.9375,0.9687,0.9152,0.9554,43.56M
1994/6/29,0.9554,0.9687,0.9241,0.933,33.89M
1994/6/30,0.9375,0.9598,0.9375,0.9464,25.43M
1994/7/1,0.942,0.9464,0.9062,0.9196,44.82M
1994/7/5,0.9152,0.9554,0.9152,0.9464,21.46M
1994/7/6,0.9375,0.9464,0.9286,0.933,24.35M
1994/7/7,0.9241,0.9643,0.9107,0.9576,42.54M
1994/7/8,0.9464,0.9866,0.9464,0.9665,52.06M
1994/7/11,0.9687,0.9777,0.9509,0.9643,26.61M
1994/7/12,0.9643,1.0156,0.942,1.0134,60.58M
1994/7/13,1.0179,1.0804,1.0179,1.0603,113M
1994/7/14,1.058,1.0625,1.0089,1.0223,44.56M
1994/7/15,1.0084,1.0089,0.9821,1.0089,23.32M
1994/7/18,1.0045,1.0357,1,1.0134,19.11M
1994/7/19,1.0223,1.0268,0.9777,0.9888,29.09M
1994/7/20,0.9777,0.9866,0.942,0.9509,54.34M
1994/7/21,0.9509,1.0179,0.9464,1,72.37M
1994/7/22,1.1295,1.1417,1.0714,1.1071,197M
1994/7/25,1.1116,1.1384,1.0982,1.1317,106M
1994/7/26,1.1339,1.1429,1.1116,1.1205,47.20M
1994/7/27,1.1161,1.1205,1.0937,1.1094,33.45M
1994/7/28,1.1071,1.1473,1.1027,1.1384,61.33M
1994/7/29,1.1384,1.2143,1.1384,1.2031,139M
1994/8/1,1.2009,1.2054,1.1696,1.192,57.32M
1994/8/2,1.1964,1.2009,1.1562,1.1629,67.39M
1994/8/3,1.1607,1.1875,1.1473,1.183,56.71M
1994/8/4,1.183,1.2054,1.183,1.1875,46.19M
1994/8/5,1.1741,1.192,1.1741,1.1875,21.75M
1994/8/8,1.183,1.2143,1.1786,1.2054,35.32M
1994/8/9,1.1964,1.2098,1.183,1.2009,19.65M
1994/8/10,1.2009,1.2455,1.1875,1.2366,63.39M
1994/8/11,1.2232,1.2545,1.2098,1.2254,74.52M
1994/8/12,1.2277,1.2545,1.2098,1.2411,44.91M
1994/8/15,1.2411,1.25,1.2232,1.2366,30.02M
1994/8/16,1.2277,1.2411,1.2143,1.2411,38.93M
1994/8/17,1.2455,1.2634,1.2366,1.25,71.55M
1994/8/18,1.2411,1.2589,1.2321,1.2366,51.56M
1994/8/19,1.2411,1.25,1.2232,1.2455,32.64M
1994/8/22,1.2411,1.25,1.2366,1.2455,38.11M
1994/8/23,1.2455,1.2812,1.2411,1.25,53.61M
1994/8/24,1.2411,1.25,1.2277,1.2455,42.90M
1994/8/25,1.2232,1.2991,1.2232,1.2522,74.70M
1994/8/26,1.2589,1.2902,1.2589,1.2768,51.05M
1994/8/29,1.2768,1.2902,1.2589,1.2634,38.03M
1994/8/30,1.2589,1.2991,1.2545,1.2946,45.52M
1994/8/31,1.2857,1.3348,1.2768,1.2924,87.96M
1994/9/1,1.2634,1.2768,1.2366,1.25,51.07M
1994/9/2,1.2589,1.2679,1.25,1.2634,25.33M
1994/9/6,1.2589,1.2723,1.25,1.2701,22.86M
1994/9/7,1.2723,1.308,1.2634,1.2902,50.97M
1994/9/8,1.2857,1.2946,1.2723,1.2902,39.71M
1994/9/9,1.2768,1.2857,1.2634,1.2768,39.31M
1994/9/12,1.2723,1.2768,1.2634,1.2768,22.64M
1994/9/13,1.2768,1.2946,1.2723,1.279,26.06M
1994/9/14,1.2723,1.2768,1.25,1.2545,24.77M
1994/9/15,1.2545,1.2902,1.2545,1.2857,64.74M
1994/9/16,1.2812,1.3304,1.2679,1.2991,91.04M
1994/9/19,1.2991,1.3125,1.2679,1.2679,43.59M
1994/9/20,1.2545,1.2634,1.2277,1.2344,49.31M
1994/9/21,1.2321,1.2366,1.2054,1.2187,58.71M
1994/9/22,1.2232,1.2232,1.2009,1.2098,36.56M
1994/9/23,1.2098,1.2321,1.2098,1.2121,33.22M
1994/9/26,1.2098,1.2321,1.2009,1.2121,35.41M
1994/9/27,1.2054,1.2187,1.192,1.2098,27.27M
1994/9/28,1.2143,1.2277,1.2009,1.2098,20.32M
1994/9/29,1.2054,1.2277,1.192,1.2187,27.34M
1994/9/30,1.2187,1.2321,1.2009,1.2031,17.93M
1994/10/3,1.2009,1.2054,1.1607,1.183,32.40M
1994/10/4,1.1875,1.2143,1.1786,1.2054,40.60M
1994/10/5,1.2009,1.3616,1.192,1.3527,177M
1994/10/6,1.3348,1.3387,1.2857,1.2946,132M
1994/10/7,1.2902,1.3237,1.2679,1.3214,91.10M
1994/10/10,1.3259,1.4152,1.3214,1.3884,131M
1994/10/11,1.4777,1.4955,1.4062,1.4152,211M
1994/10/12,1.4152,1.5223,1.3973,1.5045,149M
1994/10/13,1.5223,1.5312,1.4509,1.4687,131M
1994/10/14,1.4821,1.5,1.4598,1.4687,44.04M
1994/10/17,1.4598,1.4821,1.3884,1.4196,76.00M
1994/10/18,1.4509,1.4866,1.4464,1.4732,117M
1994/10/19,1.4643,1.5045,1.4643,1.4732,87.77M
1994/10/20,1.4732,1.4933,1.4464,1.4643,54.54M
1994/10/21,1.4554,1.5268,1.4554,1.5223,80.68M
1994/10/24,1.5268,1.5402,1.4955,1.5089,51.13M
1994/10/25,1.4866,1.5223,1.4821,1.5223,75.37M
1994/10/26,1.5223,1.5452,1.5223,1.5446,49.19M
1994/10/27,1.5446,1.5625,1.5179,1.5268,39.85M
1994/10/28,1.5134,1.5312,1.4911,1.5045,68.33M
1994/10/31,1.5,1.5491,1.4821,1.5424,88.98M
1994/11/1,1.5312,1.553,1.5134,1.5402,54.52M
1994/11/2,1.5402,1.5446,1.4777,1.4777,54.69M
1994/11/3,1.4911,1.5,1.4643,1.4821,27.63M
1994/11/4,1.4821,1.4866,1.4286,1.442,48.01M
1994/11/7,1.442,1.4732,1.433,1.4554,28.26M
1994/11/8,1.4509,1.5223,1.4375,1.5089,87.24M
1994/11/9,1.5268,1.5357,1.4643,1.4866,102M
1994/11/10,1.4911,1.4955,1.4643,1.4754,38.25M
1994/11/11,1.4732,1.4821,1.4643,1.4687,15.57M
1994/11/14,1.4732,1.5268,1.4732,1.5179,34.91M
1994/11/15,1.5179,1.5357,1.4732,1.4777,41.90M
1994/11/16,1.4554,1.4844,1.4509,1.4621,46.85M
1994/11/17,1.4598,1.4643,1.4241,1.4286,37.61M
1994/11/18,1.4286,1.4464,1.4152,1.4286,36.76M
1994/11/21,1.4286,1.4375,1.3571,1.3616,50.65M
1994/11/22,1.3482,1.3973,1.3304,1.3348,56.08M
1994/11/23,1.3214,1.3527,1.2991,1.317,81.95M
1994/11/25,1.317,1.3482,1.3125,1.3482,21.06M
1994/11/28,1.3437,1.3661,1.3326,1.3504,34.67M
1994/11/29,1.3571,1.375,1.3482,1.3661,36.03M
1994/11/30,1.3705,1.4062,1.3214,1.3304,78.01M
1994/12/1,1.3214,1.3437,1.2857,1.2924,77.33M
1994/12/2,1.3036,1.3125,1.2723,1.3058,43.06M
1994/12/5,1.3036,1.3348,1.2902,1.3281,45.07M
1994/12/6,1.3214,1.3705,1.317,1.3415,59.52M
1994/12/7,1.3393,1.3504,1.2879,1.308,34.33M
1994/12/8,1.317,1.3214,1.2768,1.2812,42.46M
1994/12/9,1.2812,1.2991,1.2411,1.2946,65.18M
1994/12/12,1.2991,1.3125,1.2679,1.3036,56.02M
1994/12/13,1.308,1.3192,1.2946,1.2991,29.80M
1994/12/14,1.3036,1.3616,1.3036,1.3527,77.86M
1994/12/15,1.3571,1.3705,1.317,1.3259,56.90M
1994/12/16,1.3304,1.3482,1.3125,1.3304,44.95M
1994/12/19,1.3304,1.4062,1.3304,1.3973,83.20M
1994/12/20,1.3973,1.4018,1.3705,1.375,43.79M
1994/12/21,1.3527,1.375,1.3393,1.3705,39.36M
1994/12/22,1.375,1.3884,1.3661,1.3795,33.27M
1994/12/23,1.375,1.4018,1.375,1.3884,23.47M
1994/12/27,1.4018,1.4196,1.3884,1.3973,20.48M
1994/12/28,1.3973,1.4018,1.3661,1.3973,22.29M
1994/12/29,1.4018,1.4241,1.3973,1.4107,30.34M
1994/12/30,1.4062,1.4241,1.3839,1.3929,18.27M
1995/1/3,1.3884,1.3884,1.3527,1.3705,25.97M
1995/1/4,1.3795,1.4152,1.3795,1.4062,39.67M
1995/1/5,1.4018,1.4062,1.3839,1.3884,18.41M
1995/1/6,1.4866,1.5402,1.4687,1.5,269M
1995/1/9,1.4866,1.4955,1.4643,1.4715,68.52M
1995/1/10,1.4732,1.5714,1.4732,1.5603,154M
1995/1/11,1.5625,1.7165,1.5246,1.6696,218M
1995/1/12,1.6473,1.6562,1.5982,1.6205,138M
1995/1/13,1.6473,1.6473,1.5848,1.6027,87.84M
1995/1/16,1.6027,1.6161,1.5804,1.5893,47.24M
1995/1/17,1.5893,1.625,1.5759,1.6071,82.53M
1995/1/18,1.6071,1.6295,1.5982,1.6295,31.91M
1995/1/19,1.625,1.6429,1.6071,1.6384,78.57M
1995/1/20,1.6786,1.6786,1.5179,1.5223,250M
1995/1/23,1.4955,1.5223,1.4643,1.5089,99.64M
1995/1/24,1.5089,1.5134,1.4777,1.4866,54.52M
1995/1/25,1.4107,1.5,1.4107,1.4637,129M
1995/1/26,1.4598,1.4821,1.4018,1.4107,61.60M
1995/1/27,1.4241,1.442,1.3929,1.4241,74.64M
1995/1/30,1.433,1.4464,1.4241,1.433,57.65M
1995/1/31,1.4464,1.4598,1.4286,1.442,53.19M
1995/2/1,1.4554,1.4554,1.4241,1.433,39.59M
1995/2/2,1.433,1.4955,1.433,1.4866,50.90M
1995/2/3,1.5,1.5045,1.442,1.4464,79.80M
1995/2/6,1.4554,1.4554,1.4107,1.4464,60.76M
1995/2/7,1.442,1.4643,1.4286,1.4576,50.40M
1995/2/8,1.4643,1.5134,1.4598,1.5112,101M
1995/2/9,1.5045,1.567,1.5045,1.558,119M
1995/2/10,1.558,1.5781,1.5491,1.5625,87.55M
1995/2/13,1.5536,1.5893,1.5446,1.5625,70.84M
1995/2/14,1.5625,1.5759,1.5223,1.5335,41.40M
1995/2/15,1.5446,1.5536,1.5179,1.5201,46.12M
1995/2/16,1.5402,1.5446,1.5223,1.5424,54.70M
1995/2/17,1.5312,1.5357,1.5179,1.5179,30.45M
1995/2/21,1.5223,1.5268,1.4598,1.4643,75.40M
1995/2/22,1.4509,1.4643,1.433,1.4576,73.35M
1995/2/23,1.4687,1.4955,1.4286,1.4353,78.68M
1995/2/24,1.433,1.442,1.375,1.3929,142M
1995/2/27,1.3661,1.3929,1.361,1.3661,67.20M
1995/2/28,1.375,1.4241,1.3571,1.4107,55.74M
1995/3/1,1.4196,1.433,1.4079,1.4286,56.11M
1995/3/2,1.433,1.4554,1.4196,1.4286,67.19M
1995/3/3,1.4196,1.4531,1.4107,1.4375,36.44M
1995/3/6,1.4196,1.4286,1.4107,1.4196,33.18M
1995/3/7,1.4241,1.4241,1.3661,1.3683,37.70M
1995/3/8,1.3839,1.433,1.3482,1.4129,91.81M
1995/3/9,1.4241,1.442,1.4062,1.4196,49.17M
1995/3/10,1.4152,1.442,1.4062,1.4107,34.35M
1995/3/13,1.4152,1.4152,1.3571,1.3616,81.44M
1995/3/14,1.3661,1.3661,1.2321,1.25,182M
1995/3/15,1.2679,1.2946,1.2455,1.25,183M
1995/3/16,1.2589,1.2857,1.25,1.2589,79.18M
1995/3/17,1.2679,1.2679,1.2455,1.2545,53.91M
1995/3/20,1.2545,1.2723,1.25,1.2589,47.47M
1995/3/21,1.2679,1.3125,1.2589,1.2946,76.34M
1995/3/22,1.2946,1.4107,1.2946,1.3594,120M
1995/3/23,1.3571,1.3571,1.3209,1.3259,42.52M
1995/3/24,1.3348,1.3527,1.3304,1.3482,32.03M
1995/3/27,1.3437,1.3437,1.308,1.3281,35.70M
1995/3/28,1.2946,1.298,1.2187,1.2277,172M
1995/3/29,1.2143,1.2455,1.2098,1.2277,124M
1995/3/30,1.2366,1.2679,1.2321,1.2634,68.33M
1995/3/31,1.2545,1.2723,1.2411,1.2589,45.81M
1995/4/3,1.2679,1.2768,1.2545,1.2679,38.58M
1995/4/4,1.2768,1.2812,1.2009,1.2098,107M
1995/4/5,1.2187,1.2411,1.2054,1.2411,66.21M
1995/4/6,1.3304,1.3571,1.269,1.3125,181M
1995/4/7,1.3214,1.3259,1.2946,1.3125,73.93M
1995/4/10,1.317,1.3214,1.2902,1.308,29.45M
1995/4/11,1.3125,1.3527,1.308,1.3482,53.60M
1995/4/12,1.3661,1.4152,1.3348,1.3929,119M
1995/4/13,1.4018,1.4018,1.3527,1.3661,43.59M
1995/4/17,1.3616,1.4062,1.3527,1.3705,52.20M
1995/4/18,1.375,1.3795,1.3393,1.3393,57.78M
1995/4/19,1.3393,1.3393,1.2723,1.2991,69.83M
1995/4/20,1.3259,1.375,1.308,1.3437,82.38M
1995/4/21,1.3304,1.4107,1.3259,1.3973,167M
1995/4/24,1.3929,1.4152,1.375,1.3929,68.06M
1995/4/25,1.3973,1.4062,1.3304,1.3482,68.41M
1995/4/26,1.3437,1.3839,1.3348,1.3661,57.61M
1995/4/27,1.375,1.375,1.3482,1.3527,34.96M
1995/4/28,1.3571,1.3705,1.3393,1.3661,48.83M
1995/5/1,1.3661,1.3839,1.3571,1.3661,44.49M
1995/5/2,1.3661,1.3705,1.3393,1.3616,30.00M
1995/5/3,1.3661,1.3795,1.3571,1.3616,42.20M
1995/5/4,1.3661,1.4241,1.3571,1.375,75.91M
1995/5/5,1.3839,1.3973,1.3616,1.3884,52.00M
1995/5/8,1.4241,1.4643,1.4196,1.4464,96.74M
1995/5/9,1.4509,1.4777,1.4286,1.4732,80.73M
1995/5/10,1.4821,1.4955,1.4554,1.4799,68.77M
1995/5/11,1.4866,1.4866,1.442,1.4643,131M
1995/5/12,1.4598,1.5603,1.4464,1.558,162M
1995/5/15,1.5402,1.5625,1.5179,1.558,98.37M
1995/5/16,1.5402,1.5848,1.5179,1.5625,83.13M
1995/5/17,1.5625,1.5848,1.5536,1.5714,65.79M
1995/5/18,1.5759,1.5759,1.5446,1.5491,92.89M
1995/5/19,1.5312,1.5625,1.5223,1.5268,80.65M
1995/5/22,1.5179,1.5759,1.5089,1.5759,92.97M
1995/5/23,1.5759,1.5848,1.5536,1.567,69.17M
1995/5/24,1.5625,1.5804,1.5312,1.5536,66.17M
1995/5/25,1.5446,1.5714,1.5357,1.5491,45.72M
1995/5/26,1.5357,1.5402,1.5089,1.5246,28.64M
1995/5/30,1.5223,1.5312,1.4821,1.5,49.10M
1995/5/31,1.5045,1.5045,1.4643,1.4844,39.88M
1995/6/1,1.4955,1.5179,1.4911,1.5067,46.68M
1995/6/2,1.4955,1.5134,1.4821,1.5045,26.42M
1995/6/5,1.5089,1.5536,1.5045,1.5536,63.66M
1995/6/6,1.558,1.5848,1.5536,1.5714,78.82M
1995/6/7,1.5759,1.5759,1.5402,1.5402,31.13M
1995/6/8,1.5491,1.5491,1.5045,1.5335,34.03M
1995/6/9,1.558,1.5625,1.5402,1.5536,46.66M
1995/6/12,1.5714,1.5893,1.567,1.5776,53.03M
1995/6/13,1.5893,1.5937,1.567,1.5714,31.49M
1995/6/14,1.567,1.567,1.5491,1.558,29.51M
1995/6/15,1.558,1.5625,1.5491,1.558,23.19M
1995/6/16,1.567,1.5714,1.5536,1.567,22.30M
1995/6/19,1.567,1.6161,1.5536,1.5848,117M
1995/6/20,1.6429,1.7054,1.6339,1.692,185M
1995/6/21,1.7009,1.7902,1.6696,1.7634,157M
1995/6/22,1.75,1.7723,1.7366,1.7545,118M
1995/6/23,1.7411,1.75,1.7054,1.7411,57.99M
1995/6/26,1.7232,1.7321,1.7009,1.7187,38.19M
1995/6/27,1.692,1.7232,1.6562,1.6562,54.27M
1995/6/28,1.6429,1.6964,1.6205,1.6652,66.59M
1995/6/29,1.6562,1.7187,1.6429,1.6875,58.14M
1995/6/30,1.6875,1.7098,1.6473,1.6585,41.37M
1995/7/3,1.6607,1.683,1.6518,1.6763,9.85M
1995/7/5,1.6741,1.7098,1.6607,1.6607,44.27M
1995/7/6,1.6607,1.6786,1.6339,1.6786,46.02M
1995/7/7,1.6741,1.7589,1.6696,1.7366,96.78M
1995/7/10,1.7366,1.7812,1.7187,1.7366,74.48M
1995/7/11,1.7054,1.7366,1.6808,1.683,53.67M
1995/7/12,1.6875,1.7143,1.6473,1.6786,70.95M
1995/7/13,1.692,1.7411,1.683,1.7009,88.08M
1995/7/14,1.692,1.75,1.6786,1.7411,69.48M
1995/7/17,1.7455,1.7768,1.7366,1.75,56.54M
1995/7/18,1.75,1.7701,1.7054,1.7187,63.66M
1995/7/19,1.6786,1.7143,1.6071,1.625,133M
1995/7/20,1.6429,1.692,1.6071,1.6808,82.82M
1995/7/21,1.5357,1.6027,1.5279,1.5625,189M
1995/7/24,1.5714,1.625,1.5625,1.6205,53.66M
1995/7/25,1.6429,1.6562,1.6295,1.6339,65.88M
1995/7/26,1.6518,1.6518,1.6205,1.6205,42.86M
1995/7/27,1.625,1.6964,1.625,1.6719,81.30M
1995/7/28,1.6696,1.6875,1.6071,1.625,65.23M
1995/7/31,1.625,1.6295,1.5982,1.6071,39.63M
1995/8/1,1.6027,1.6027,1.5536,1.5536,52.73M
1995/8/2,1.567,1.6071,1.5625,1.5848,68.78M
1995/8/3,1.5759,1.6295,1.567,1.6071,53.48M
1995/8/4,1.6071,1.6116,1.5625,1.5804,48.08M
1995/8/7,1.5759,1.5937,1.5402,1.5491,48.44M
1995/8/8,1.558,1.5625,1.5134,1.5179,58.65M
1995/8/9,1.5223,1.5625,1.5179,1.5402,92.25M
1995/8/10,1.5402,1.5446,1.5223,1.5268,41.01M
1995/8/11,1.5312,1.5402,1.4955,1.5379,51.73M
1995/8/14,1.5357,1.5625,1.5312,1.5491,41.85M
1995/8/15,1.567,1.5759,1.5402,1.5737,79.35M
1995/8/16,1.5714,1.5893,1.558,1.5893,73.16M
1995/8/17,1.5937,1.625,1.5759,1.5937,61.72M
1995/8/18,1.6027,1.6116,1.5625,1.6027,60.29M
1995/8/21,1.6027,1.6205,1.5759,1.5759,67.96M
1995/8/22,1.5848,1.6116,1.5759,1.5982,54.26M
1995/8/23,1.6027,1.6384,1.5937,1.625,63.45M
1995/8/24,1.6295,1.6518,1.625,1.6339,71.98M
1995/8/25,1.6384,1.6384,1.5937,1.5982,33.59M
1995/8/28,1.6027,1.6071,1.5357,1.5357,60.76M
1995/8/29,1.5357,1.5446,1.5179,1.5402,79.27M
1995/8/30,1.5446,1.5625,1.5402,1.5491,38.37M
1995/8/31,1.5491,1.5536,1.5357,1.5357,21.97M
1995/9/1,1.5357,1.5536,1.5312,1.5335,24.57M
1995/9/5,1.5536,1.5536,1.5268,1.5536,44.99M
1995/9/6,1.567,1.5776,1.5536,1.5625,50.19M
1995/9/7,1.5714,1.6183,1.5625,1.5982,65.58M
1995/9/8,1.5982,1.6027,1.5893,1.5982,43.69M
1995/9/11,1.6027,1.625,1.5804,1.5804,43.12M
1995/9/12,1.5893,1.6027,1.5223,1.5335,81.56M
1995/9/13,1.5312,1.5491,1.5,1.5134,80.69M
1995/9/14,1.4777,1.4866,1.4196,1.4286,138M
1995/9/15,1.3348,1.4241,1.2388,1.2812,303M
1995/9/18,1.2991,1.3147,1.2812,1.3103,155M
1995/9/19,1.3125,1.3259,1.2902,1.3125,123M
1995/9/20,1.3304,1.3348,1.3036,1.308,80.45M
1995/9/21,1.3036,1.3393,1.2991,1.3214,86.83M
1995/9/22,1.317,1.3304,1.2991,1.3237,99.66M
1995/9/25,1.3661,1.3666,1.3348,1.3398,78.80M
1995/9/26,1.3482,1.3527,1.3259,1.3348,62.73M
1995/9/27,1.3393,1.3393,1.2411,1.2946,113M
1995/9/28,1.3036,1.3527,1.3036,1.3482,82.80M
1995/9/29,1.3571,1.3661,1.317,1.3304,70.85M
1995/10/2,1.3482,1.375,1.3393,1.3437,98.00M
1995/10/3,1.3616,1.375,1.3259,1.3437,72.46M
1995/10/4,1.308,1.3214,1.2857,1.2991,66.69M
1995/10/5,1.2946,1.308,1.2812,1.3036,61.33M
1995/10/6,1.3125,1.3214,1.2723,1.2746,77.26M
1995/10/9,1.2634,1.2768,1.2277,1.2433,93.14M
1995/10/10,1.2277,1.25,1.2009,1.2388,100M
1995/10/11,1.2589,1.2723,1.2187,1.2455,83.22M
1995/10/12,1.25,1.2634,1.2411,1.2612,40.51M
1995/10/13,1.2768,1.317,1.2679,1.2857,58.80M
1995/10/16,1.2946,1.3214,1.2812,1.2902,45.52M
1995/10/17,1.3036,1.317,1.2812,1.308,44.65M
1995/10/18,1.3214,1.4129,1.3125,1.3348,128M
1995/10/19,1.2812,1.3086,1.2411,1.2411,236M
1995/10/20,1.2589,1.2589,1.2366,1.2545,96.58M
1995/10/23,1.2545,1.2545,1.2411,1.2545,49.45M
1995/10/24,1.2679,1.2679,1.2455,1.2545,53.37M
1995/10/25,1.2589,1.2634,1.2411,1.2411,33.33M
1995/10/26,1.2455,1.2545,1.2321,1.2455,31.47M
1995/10/27,1.2455,1.2455,1.2187,1.2411,38.55M
1995/10/30,1.2455,1.2589,1.2366,1.2589,43.91M
1995/10/31,1.2589,1.308,1.2545,1.2969,72.30M
1995/11/1,1.308,1.3259,1.2679,1.308,48.31M
1995/11/2,1.317,1.317,1.2946,1.308,38.19M
1995/11/3,1.3125,1.317,1.2812,1.3036,44.93M
1995/11/6,1.3036,1.3839,1.2991,1.3616,77.94M
1995/11/7,1.3482,1.4464,1.3393,1.4152,184M
1995/11/8,1.4196,1.4643,1.3839,1.3884,89.71M
1995/11/9,1.4196,1.4286,1.3884,1.4062,65.03M
1995/11/10,1.4062,1.4375,1.3884,1.4196,55.78M
1995/11/13,1.4375,1.4732,1.4286,1.4598,79.34M
1995/11/14,1.4643,1.5179,1.4643,1.4821,102M
1995/11/15,1.5,1.5,1.433,1.4643,62.03M
1995/11/16,1.4598,1.4821,1.4107,1.4263,56.56M
1995/11/17,1.4286,1.442,1.4196,1.433,32.13M
1995/11/20,1.4375,1.4375,1.375,1.3795,37.11M
1995/11/21,1.3839,1.3839,1.3527,1.3795,47.90M
1995/11/22,1.3795,1.4018,1.375,1.3795,24.70M
1995/11/24,1.3884,1.442,1.3839,1.4353,27.49M
1995/11/27,1.4509,1.4509,1.4062,1.4062,28.97M
1995/11/28,1.4062,1.433,1.4018,1.4286,44.07M
1995/11/29,1.433,1.433,1.3929,1.4018,26.32M
