丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
2005/5/5,5.3214,5.3243,5.21,5.24,96.97M
2005/5/6,5.27,5.3329,5.2557,5.32,81.65M
2005/5/9,5.3257,5.35,5.25,5.2814,88.93M
2005/5/10,5.25,5.3214,5.19,5.2029,112M
2005/5/11,5.0286,5.0957,4.73,5.0871,513M
2005/5/12,5.06,5.0843,4.8571,4.8757,243M
2005/5/13,4.8857,5.0329,4.8671,4.9671,176M
2005/5/16,4.9371,5.1014,4.9329,5.0786,119M
2005/5/17,5.02,5.0657,4.9343,5.0514,148M
2005/5/18,5.0643,5.3657,4.9986,5.12,159M
2005/5/19,5.1114,5.3829,5.1114,5.3643,199M
2005/5/20,5.3214,5.3786,5.3129,5.3643,113M
2005/5/23,5.4071,5.7,5.4071,5.68,261M
2005/5/24,5.6357,5.7129,5.5757,5.6714,149M
2005/5/25,5.6429,5.7071,5.6171,5.6829,104M
2005/5/26,5.7057,5.8486,5.5429,5.82,131M
2005/5/27,5.8057,5.8271,5.7157,5.7943,79.04M
2005/5/31,5.8086,5.82,5.6543,5.6799,101M
2005/6/1,5.6986,5.8229,5.6943,5.7571,114M
2005/6/2,5.7214,5.76,5.6571,5.72,93.58M
2005/6/3,5.4514,5.5114,5.3957,5.4629,239M
2005/6/6,5.4757,5.5186,5.3657,5.4171,203M
2005/6/7,5.3714,5.39,5.2071,5.22,187M
2005/6/8,5.2329,5.3214,5.2243,5.2743,103M
2005/6/9,5.2857,5.42,5.2598,5.3786,97.68M
2005/6/10,5.3429,5.3429,5.0743,5.1157,170M
2005/6/13,5.1271,5.23,5.1171,5.1286,109M
2005/6/14,5.1314,5.1643,5.1071,5.1429,88.28M
2005/6/15,5.2671,5.3286,5.1857,5.3043,142M
2005/6/16,5.3129,5.44,5.26,5.4257,139M
2005/6/17,5.4957,5.5057,5.4043,5.4729,150M
2005/6/20,5.4071,5.4414,5.35,5.3729,81.33M
2005/6/21,5.3886,5.4557,5.34,5.4086,92.79M
2005/6/22,5.4657,5.5143,5.4486,5.5071,107M
2005/6/23,5.5471,5.6829,5.5214,5.5557,169M
2005/6/24,5.5843,5.5886,5.3829,5.3943,116M
2005/6/27,5.2629,5.4429,5.24,5.3,150M
2005/6/28,5.3564,5.37,5.31,5.33,87.91M
2005/6/29,5.3186,5.3271,5.16,5.1957,114M
2005/6/30,5.23,5.3086,5.1871,5.2586,105M
2005/7/1,5.2614,5.2814,5.1843,5.2143,62.71M
2005/7/5,5.2214,5.45,5.2143,5.4257,114M
2005/7/6,5.3871,5.4514,5.3143,5.3414,99.83M
2005/7/7,5.2586,5.3943,5.2571,5.3757,96.09M
2005/7/8,5.41,5.4686,5.3529,5.4643,72.73M
2005/7/11,5.4814,5.5214,5.3971,5.4429,99.00M
2005/7/12,5.4614,5.4857,5.4157,5.4629,97.13M
2005/7/13,5.47,5.5,5.4143,5.4786,197M
2005/7/14,5.8271,6.0014,5.7471,5.8214,524M
2005/7/15,5.8529,5.9386,5.78,5.9357,172M
2005/7/18,5.9157,6.0143,5.91,5.9271,147M
2005/7/19,5.9314,6.1757,5.8671,6.17,168M
2005/7/20,6.1229,6.2571,6.0929,6.2329,114M
2005/7/21,6.2429,6.2914,6.1286,6.1843,101M
2005/7/22,6.2057,6.2857,6.1986,6.2857,75.46M
2005/7/25,6.2843,6.3257,6.2471,6.2586,73.83M
2005/7/26,6.2871,6.3014,6.1943,6.2329,67.45M
2005/7/27,6.2614,6.2957,6.0957,6.2843,70.96M
2005/7/28,6.2643,6.2857,6.1857,6.2571,63.72M
2005/7/29,6.2229,6.34,6.0371,6.0929,141M
2005/8/1,6.0814,6.1543,6.0114,6.1071,79.00M
2005/8/2,6.1271,6.2143,6.0871,6.17,74.39M
2005/8/3,6.17,6.1871,6.11,6.1743,65.44M
2005/8/4,6.1271,6.1429,6.0414,6.1014,69.18M
2005/8/5,6.07,6.1943,6.0029,6.1414,60.62M
2005/8/8,6.1429,6.1786,6.0871,6.0929,44.25M
2005/8/9,6.1329,6.27,6.13,6.26,96.93M
2005/8/10,6.2857,6.3414,6.1871,6.1971,91.10M
2005/8/11,6.1986,6.3029,6.1786,6.2857,68.16M
2005/8/12,6.2086,6.6029,6.1943,6.5857,233M
2005/8/15,6.64,6.9043,6.6357,6.8114,272M
2005/8/16,6.77,6.7857,6.6014,6.6071,135M
2005/8/17,6.6286,6.7771,6.6243,6.7357,127M
2005/8/18,6.7014,6.7143,6.5357,6.6143,111M
2005/8/19,6.6114,6.6714,6.5386,6.5471,95.50M
2005/8/22,6.5929,6.6786,6.4657,6.5529,97.05M
2005/8/23,6.55,6.5857,6.4743,6.5343,73.92M
2005/8/24,6.5143,6.7314,6.5129,6.5386,143M
2005/8/25,6.5886,6.6414,6.5443,6.58,69.07M
2005/8/26,6.5886,6.62,6.48,6.5343,65.29M
2005/8/29,6.4671,6.5759,6.4657,6.5486,64.10M
2005/8/30,6.57,6.6843,6.56,6.6529,130M
2005/8/31,6.6943,6.7186,6.61,6.6986,101M
2005/9/1,6.7143,6.7386,6.5843,6.6086,89.10M
2005/9/2,6.6143,6.6857,6.5886,6.6029,55.60M
2005/9/6,6.6714,6.9829,6.65,6.9714,205M
2005/9/7,7.0071,7.0571,6.8457,6.9543,241M
2005/9/8,7.05,7.16,7.02,7.1114,176M
2005/9/9,7.1528,7.3357,7.1128,7.33,154M
2005/9/12,7.3,7.3757,7.2257,7.3429,113M
2005/9/13,7.2886,7.3271,7.1886,7.26,123M
2005/9/14,7.2943,7.3129,7.066,7.0871,119M
2005/9/15,7.1429,7.1686,7.0471,7.1243,104M
2005/9/16,7.1757,7.3157,7.1357,7.3157,149M
2005/9/19,7.2928,7.5557,7.2928,7.52,196M
2005/9/20,7.57,7.6871,7.56,7.5986,205M
2005/9/21,7.5657,7.5786,7.4086,7.4443,109M
2005/9/22,7.4114,7.4957,7.3314,7.4143,116M
2005/9/23,7.4429,7.6429,7.4057,7.6,140M
2005/9/26,7.7186,7.7943,7.6171,7.6914,137M
2005/9/27,7.7028,7.7486,7.6329,7.6343,85.44M
2005/9/28,7.5814,7.5871,7.2271,7.2971,282M
2005/9/29,7.3186,7.5129,7.2586,7.4771,159M
2005/9/30,7.4757,7.6643,7.4114,7.6586,133M
2005/10/3,7.7371,7.7914,7.6686,7.7771,127M
2005/10/4,7.85,7.9071,7.6628,7.6786,135M
2005/10/5,7.7614,7.7657,7.5357,7.54,153M
2005/10/6,7.6,7.6414,7.2671,7.3857,190M
2005/10/7,7.3886,7.4186,7.2214,7.3286,170M
2005/10/10,7.3943,7.4157,7.1829,7.1957,127M
2005/10/11,7.3186,7.41,7.2,7.37,312M
2005/10/12,6.95,7.1857,6.8386,7.0357,675M
2005/10/13,7.0629,7.7071,7.0386,7.6771,467M
2005/10/14,7.7186,7.7643,7.5414,7.7143,259M
2005/10/17,7.7114,7.7471,7.5257,7.6343,154M
2005/10/18,7.6071,7.7071,7.4571,7.4586,152M
2005/10/19,7.4386,7.8514,7.3157,7.8486,252M
2005/10/20,7.7814,8.0714,7.7643,8.02,340M
2005/10/21,8.12,8.14,7.9086,7.9514,199M
2005/10/24,7.8928,8.1128,7.87,8.1128,153M
2005/10/25,8.0571,8.1214,7.9557,8.0143,117M
2005/10/26,8.04,8.2228,7.9886,8.1471,158M
2005/10/27,8.1414,8.1443,7.9157,7.9157,105M
2005/10/28,8.0057,8.0614,7.7386,7.7814,193M
2005/10/31,7.8857,8.2828,7.8214,8.2271,236M
2005/11/1,8.1771,8.3057,8.1243,8.2143,188M
2005/11/2,8.2457,8.5714,8.2286,8.5643,216M
2005/11/3,8.6086,8.9028,8.5814,8.8357,221M
2005/11/4,8.6214,8.7486,8.5171,8.7357,220M
2005/11/7,8.6928,8.81,8.5914,8.6043,160M
2005/11/8,8.5643,8.6257,8.4428,8.5571,118M
2005/11/9,8.5714,8.7443,8.5714,8.5871,138M
2005/11/10,8.6628,8.7428,8.43,8.74,167M
2005/11/11,8.7914,8.8728,8.7628,8.7914,106M
2005/11/14,8.7914,8.8543,8.7014,8.7786,92.49M
2005/11/15,8.8,9.0114,8.78,8.8971,135M
2005/11/16,9.0214,9.2943,9.0128,9.2786,196M
2005/11/17,9.37,9.4114,9.1786,9.2171,169M
2005/11/18,9.33,9.3471,9.1957,9.2228,131M
2005/11/21,9.26,9.3128,9.1028,9.28,128M
2005/11/22,9.2628,9.5371,9.2171,9.5028,135M
2005/11/23,9.5543,9.7114,9.5271,9.5871,121M
2005/11/25,9.6657,9.9343,9.6428,9.9057,98.75M
2005/11/28,10.1028,10.1528,9.8671,9.9514,255M
2005/11/29,9.9986,10.0428,9.6214,9.7286,223M
2005/11/30,9.7757,9.8357,9.6457,9.6886,149M
2005/12/1,9.85,10.2471,9.83,10.2286,203M
2005/12/2,10.3243,10.3914,10.1,10.3757,224M
2005/12/5,10.2786,10.3614,10.2128,10.26,146M
2005/12/6,10.5614,10.69,10.4786,10.5786,214M
2005/12/7,10.6043,10.6371,10.4457,10.5643,170M
2005/12/8,10.4571,10.5957,10.3714,10.5828,198M
2005/12/9,10.6014,10.6557,10.4786,10.6186,139M
2005/12/12,10.6957,10.7643,10.6514,10.7014,131M
2005/12/13,10.6928,10.78,10.6014,10.7114,123M
2005/12/14,10.3614,10.4714,10.0386,10.2871,363M
2005/12/15,10.3828,10.4086,10.1928,10.3114,140M
2005/12/16,10.3057,10.3286,10.1514,10.1586,168M
2005/12/19,10.1586,10.3714,10.1486,10.1971,132M
2005/12/20,10.2321,10.34,10.16,10.3014,120M
2005/12/21,10.3714,10.5157,10.3628,10.5,119M
2005/12/22,10.5586,10.6414,10.5143,10.5743,92.67M
2005/12/23,10.5957,10.6086,10.4714,10.4786,57.46M
2005/12/27,10.5714,10.74,10.5643,10.6043,148M
2005/12/28,10.6386,10.68,10.4743,10.51,99.69M
2005/12/29,10.54,10.5457,10.2028,10.2071,123M
2005/12/30,10.13,10.3471,10.0486,10.27,156M
2006/1/3,10.34,10.6786,10.3214,10.6786,202M
2006/1/4,10.7328,10.8543,10.6428,10.71,155M
2006/1/5,10.69,10.7,10.5357,10.6257,112M
2006/1/6,10.75,10.9571,10.65,10.9,176M
2006/1/9,10.9614,11.0286,10.82,10.8643,169M
2006/1/10,10.8928,11.6986,10.8328,11.5514,570M
2006/1/11,11.9757,12.1143,11.7986,11.9857,374M
2006/1/12,12.1386,12.3428,11.9457,12.0416,320M
2006/1/13,12.1414,12.2871,12.0857,12.2271,194M
2006/1/17,12.2428,12.34,11.9814,12.1014,209M
2006/1/18,11.8686,12.0071,11.6928,11.7843,303M
2006/1/19,11.6071,11.6657,11.2486,11.2907,424M
2006/1/20,11.3257,11.4343,10.8328,10.8698,285M
2006/1/23,10.8714,11.3657,10.8571,11.0957,265M
2006/1/24,11.2514,11.3457,10.8243,10.8628,286M
2006/1/25,11.0557,11.0714,10.4643,10.6,319M
2006/1/26,10.6471,10.7757,10.2757,10.3328,296M
2006/1/27,10.4214,10.5143,10.1571,10.29,239M
2006/1/30,10.1671,10.9428,10.1243,10.7143,350M
2006/1/31,10.7857,10.9057,10.5357,10.7871,228M
2006/2/1,10.7071,10.9228,10.6628,10.7743,130M
2006/2/2,10.7286,10.7657,10.2928,10.3,177M
2006/2/3,10.32,10.3986,10.1486,10.2638,173M
2006/2/6,10.2886,10.3586,9.5343,9.6143,413M
2006/2/7,9.7528,9.9257,9.5257,9.6571,347M
2006/2/8,9.7843,9.8686,9.4286,9.83,238M
2006/2/9,9.8714,9.89,9.2186,9.2786,288M
2006/2/10,9.3114,9.6671,8.9857,9.6157,440M
2006/2/13,9.5186,9.5357,9.2343,9.2443,221M
2006/2/14,9.3,9.7286,9.2857,9.6636,290M
2006/2/15,9.5943,9.9457,9.5357,9.8886,290M
2006/2/16,9.9871,10.1443,9.9257,10.0814,238M
2006/2/17,10.0428,10.1271,9.9443,10.0414,144M
2006/2/21,10.0843,10.1143,9.8114,9.8686,195M
2006/2/22,9.8571,10.2386,9.7143,10.1886,245M
2006/2/23,10.2557,10.4286,10.2043,10.25,214M
2006/2/24,10.3057,10.4128,10.1714,10.2086,134M
2006/2/27,10.2843,10.3028,10.0928,10.1414,198M
2006/2/28,10.2257,10.3428,9.7286,9.7843,317M
2006/3/1,9.8343,9.9271,9.7171,9.8714,191M
2006/3/2,9.855,9.9986,9.81,9.9443,156M
2006/3/3,9.9143,9.9871,9.6471,9.6743,184M
2006/3/6,9.67,9.6743,9.2771,9.3543,228M
2006/3/7,9.3936,9.5571,9.2971,9.4728,218M
2006/3/8,9.47,9.6,9.3357,9.38,163M
2006/3/9,9.4257,9.4957,9.1157,9.1328,200M
2006/3/10,9.15,9.2128,8.9214,9.0271,261M
2006/3/13,9.2928,9.4686,9.2557,9.3828,215M
2006/3/14,9.3957,9.6171,9.3571,9.6171,161M
2006/3/15,9.6728,9.72,9.36,9.4614,223M
2006/3/16,9.55,9.5571,9.1857,9.1871,187M
2006/3/17,9.25,9.3628,9.1586,9.2371,203M
2006/3/20,9.3171,9.3514,9.1243,9.1414,151M
2006/3/21,9.1843,9.1914,8.77,8.83,336M
2006/3/22,8.88,9.0357,8.7528,8.81,337M
2006/3/23,8.8314,8.8428,8.5157,8.5943,357M
2006/3/24,8.6071,8.7057,8.4328,8.5657,268M
2006/3/27,8.6214,8.7686,8.4857,8.5014,277M
2006/3/28,8.5186,8.5914,8.3214,8.3871,343M
2006/3/29,8.4471,8.9314,8.2386,8.9043,587M
2006/3/30,8.9743,9.0428,8.79,8.9643,348M
2006/3/31,9.0357,9.0871,8.8914,8.96,204M
2006/4/3,9.0957,9.16,8.9443,8.95,204M
2006/4/4,8.8714,8.8886,8.7214,8.7386,233M
2006/4/5,9.2443,9.6014,9.1643,9.6014,559M
2006/4/6,9.7557,10.2928,9.7428,10.1771,666M
2006/4/7,10.1328,10.1728,9.7814,9.97,386M
2006/4/10,10.0414,10.1328,9.7786,9.81,226M
2006/4/11,9.8557,9.9,9.5814,9.7128,235M
2006/4/12,9.7157,9.7391,9.4714,9.53,185M
2006/4/13,9.4771,9.6343,9.4014,9.4956,184M
2006/4/17,9.5014,9.5486,9.1928,9.2587,181M
2006/4/18,9.2921,9.4962,9.2557,9.46,199M
2006/4/19,9.5457,9.5714,9.3528,9.3786,273M
2006/4/20,9.93,10,9.4571,9.6614,417M
2006/4/21,9.7414,9.8057,9.4957,9.5771,197M
2006/4/24,9.55,9.56,9.3571,9.3928,177M
2006/4/25,9.4228,9.5128,9.3657,9.4528,132M
2006/4/26,9.5214,9.7543,9.4857,9.7357,178M
2006/4/27,9.6757,9.98,9.6214,9.9086,212M
2006/4/28,9.9107,10.1857,9.8857,10.0557,190M
2006/5/1,10.11,10.22,9.88,9.9428,188M
2006/5/2,10.0214,10.2828,10.0157,10.2314,193M
2006/5/3,10.2614,10.2786,10.0257,10.1628,172M
2006/5/4,10.1743,10.4128,10.0657,10.1614,215M
2006/5/5,10.2657,10.3214,10.1643,10.27,141M
2006/5/8,10.4271,10.5428,10.2457,10.27,149M
2006/5/9,10.2607,10.3657,10.0886,10.1471,133M
2006/5/10,10.1843,10.19,9.9443,10.0857,117M
2006/5/11,10.1136,10.12,9.65,9.7357,203M
2006/5/12,9.6928,9.8128,9.5514,9.6714,160M
2006/5/15,9.6243,9.7686,9.5886,9.6843,132M
2006/5/16,9.7286,9.75,9.25,9.2828,234M
2006/5/17,9.2436,9.3857,9.1528,9.3228,189M
2006/5/18,9.3828,9.4657,9.0171,9.0257,165M
2006/5/19,9.0371,9.2686,8.9743,9.2157,247M
2006/5/22,9.1243,9.1414,8.9671,9.0543,180M
2006/5/23,9.2657,9.3128,9,9.0214,174M
2006/5/24,8.9986,9.0928,8.7943,9.0486,229M
2006/5/25,9.18,9.2071,9.0414,9.19,116M
2006/5/26,9.1871,9.2228,9.02,9.0784,108M
2006/5/30,9.0414,9.0428,8.7455,8.7457,141M
2006/5/31,8.8221,8.8271,8.3843,8.5386,320M
2006/6/1,8.55,8.8971,8.5028,8.8814,236M
2006/6/2,8.9986,9.0143,8.6971,8.8086,171M
2006/6/5,8.7357,8.7357,8.5671,8.5714,151M
2006/6/6,8.6028,8.6614,8.4157,8.5318,182M
2006/6/7,8.5857,8.6286,8.3357,8.3664,188M
2006/6/8,8.3486,8.7043,8.1643,8.68,349M
2006/6/9,8.74,8.7943,8.4428,8.4628,194M
2006/6/12,8.4857,8.5328,8.1371,8.1428,179M
2006/6/13,8.23,8.4428,8.1943,8.3328,270M
2006/6/14,8.3257,8.3971,8.0986,8.23,220M
2006/6/15,8.1857,8.5343,8.1071,8.4828,298M
2006/6/16,8.4221,8.4557,8.2171,8.2228,210M
2006/6/19,8.2614,8.3114,8.1428,8.1714,180M
2006/6/20,8.23,8.3357,8.1843,8.21,168M
2006/6/21,8.2486,8.3871,8.1857,8.2657,216M
2006/6/22,8.3143,8.5357,8.2957,8.5114,242M
2006/6/23,8.5314,8.5957,8.39,8.4043,165M
2006/6/26,8.4528,8.4571,8.3386,8.4271,117M
2006/6/27,8.4414,8.46,8.2,8.2043,138M
2006/6/28,8.1843,8.1857,7.9157,8.0028,213M
2006/6/29,8.1086,8.4414,8.0557,8.4243,219M
2006/6/30,8.2271,8.25,8.0714,8.1814,185M
2006/7/3,8.2171,8.3114,8.1914,8.2786,48.69M
2006/7/5,8.1643,8.2286,8.08,8.1431,130M
2006/7/6,8.1557,8.2,7.9443,7.9671,158M
2006/7/7,7.9257,8.0786,7.81,7.9143,200M
2006/7/10,7.9571,8.07,7.7857,7.8571,133M
2006/7/11,7.8728,7.9986,7.79,7.95,206M
2006/7/12,7.8814,7.8914,7.5597,7.5657,232M
2006/7/13,7.4329,7.7314,7.3443,7.4643,312M
2006/7/14,7.5,7.5557,7.1657,7.2386,248M
2006/7/17,7.39,7.5871,7.3786,7.4814,256M
2006/7/18,7.5943,7.6928,7.4071,7.5571,250M
2006/7/19,7.5657,7.8686,7.48,7.7286,351M
2006/7/20,8.7128,8.7986,8.5314,8.6428,493M
2006/7/21,8.5457,8.7357,8.52,8.6743,223M
2006/7/24,8.7514,8.8714,8.6328,8.7743,181M
2006/7/25,8.8257,8.87,8.6828,8.8468,147M
2006/7/26,8.85,9.2343,8.8114,9.1243,225M
2006/7/27,9.215,9.2886,8.98,9.0571,184M
2006/7/28,9.1343,9.3828,9.0714,9.37,173M
2006/7/31,9.5471,9.8043,9.4686,9.7086,223M
2006/8/1,9.6028,9.7043,9.42,9.5971,178M
2006/8/2,9.6643,9.8114,9.6443,9.7371,138M
2006/8/3,9.7014,10,9.6871,9.9414,210M
2006/8/4,9.5786,9.8014,9.28,9.7571,463M
2006/8/7,9.6743,9.9428,9.4728,9.6014,314M
2006/8/8,9.5843,9.5874,9.2157,9.2543,249M
2006/8/9,9.3471,9.3714,9.0571,9.0843,239M
2006/8/10,9.0357,9.2586,8.9571,9.1528,174M
2006/8/11,9.0328,9.1614,8.94,9.0928,194M
2006/8/14,9.15,9.3171,9.0857,9.1343,179M
2006/8/15,9.3343,9.5,9.2571,9.4928,215M
2006/8/16,9.5857,9.7243,9.4757,9.7114,195M
2006/8/17,9.7143,9.8086,9.5971,9.6557,145M
2006/8/18,9.6728,9.7714,9.6086,9.7014,134M
2006/8/21,9.6143,9.6157,9.45,9.5086,132M
2006/8/22,9.5257,9.76,9.5,9.66,144M
2006/8/23,9.7143,9.8071,9.5628,9.6157,134M
2006/8/24,9.6986,9.7414,9.4671,9.6871,164M
2006/8/25,9.62,9.8643,9.6157,9.8214,136M
2006/8/28,9.7857,9.8014,9.5257,9.5686,185M
2006/8/29,9.57,9.6086,9.3028,9.4971,237M
2006/8/30,9.6193,9.6886,9.5257,9.5657,170M
2006/8/31,9.6114,9.7571,9.5228,9.6928,144M
2006/9/1,9.7828,9.8071,9.6886,9.7686,102M
2006/9/5,9.8528,10.2143,9.7928,10.2114,253M
2006/9/6,10.1543,10.2414,9.9571,10.0043,244M
2006/9/7,10.0857,10.4971,10.0357,10.4,317M
2006/9/8,10.4814,10.51,10.2728,10.36,224M
2006/9/11,10.3471,10.5328,10.2028,10.3571,237M
2006/9/12,10.4014,10.4928,10.2071,10.3757,421M
2006/9/13,10.4071,10.6171,10.3286,10.6,287M
2006/9/14,10.5314,10.6671,10.4943,10.5957,201M
2006/9/15,10.6571,10.7114,10.47,10.5857,246M
2006/9/18,10.5428,10.6943,10.4714,10.5557,176M
2006/9/19,10.5857,10.6228,10.4,10.5386,178M
2006/9/20,10.6257,10.8114,10.6028,10.7514,206M
2006/9/21,10.75,10.8657,10.5743,10.6643,199M
2006/9/22,10.6143,10.62,10.3686,10.4286,166M
2006/9/25,10.5443,10.8371,10.5314,10.8214,215M
2006/9/26,10.8828,11.1114,10.8714,11.0871,278M
2006/9/27,11.0243,11.0671,10.8314,10.9157,203M
2006/9/28,11.0028,11.0686,10.85,11.0014,181M
2006/9/29,11.0157,11.0743,10.9543,10.9971,101M
2006/10/2,10.7286,10.8386,10.6143,10.6943,178M
2006/10/3,10.6357,10.7071,10.4557,10.5828,198M
2006/10/4,10.5857,10.7803,10.4514,10.7686,210M
2006/10/5,10.6471,10.88,10.59,10.69,171M
2006/10/6,10.6314,10.72,10.5443,10.6028,117M
2006/10/9,10.5428,10.7257,10.5043,10.6614,110M
2006/10/10,10.6486,10.6543,10.44,10.5443,133M
2006/10/11,10.4886,10.5686,10.3714,10.4614,143M
2006/10/12,10.5157,10.77,10.5143,10.7514,148M
2006/10/13,10.8043,10.9828,10.6771,10.7171,171M
2006/10/16,10.7414,10.84,10.6841,10.7714,127M
2006/10/17,10.72,10.7528,10.5771,10.6128,120M
2006/10/18,10.6786,10.7671,10.5586,10.6471,287M
2006/10/19,11.3228,11.4214,11.1657,11.2843,379M
2006/10/20,11.2814,11.4271,11.2386,11.4214,160M
2006/10/23,11.4271,11.7,11.3928,11.6371,208M
2006/10/24,11.6014,11.6686,11.4571,11.5786,114M
2006/10/25,11.6214,11.7143,11.5728,11.6686,121M
2006/10/26,11.7,11.8,11.59,11.7414,108M
2006/10/27,11.6786,11.7786,11.43,11.4871,149M
2006/10/30,11.4264,11.5571,11.3571,11.4886,125M
2006/10/31,11.6357,11.6686,11.4614,11.5828,125M
2006/11/1,11.5857,11.6257,11.1943,11.3086,153M
2006/11/2,11.2736,11.3314,11.2143,11.2828,116M
2006/11/3,11.3371,11.3614,11.1128,11.1843,108M
2006/11/6,11.2786,11.4371,11.2043,11.3871,109M
2006/11/7,11.4928,11.5714,11.4471,11.5014,132M
2006/11/8,11.4314,11.8128,11.4128,11.7786,173M
2006/11/9,11.8428,12.0986,11.7314,11.9057,231M
2006/11/10,11.9357,11.9428,11.7857,11.8743,93.57M
2006/11/13,11.8928,12.0643,11.8057,12.05,113M
2006/11/14,12.1143,12.1428,11.9857,12.1428,147M
2006/11/15,12.15,12.2714,12,12.0071,165M
2006/11/16,12.1243,12.3286,12.0886,12.23,174M
2006/11/17,12.1636,12.2771,12.1428,12.2643,117M
2006/11/20,12.2,12.4286,12.1714,12.3528,143M
2006/11/21,12.4886,12.6571,12.4443,12.6571,156M
2006/11/22,12.7128,12.9643,12.55,12.9014,168M
2006/11/24,12.79,13.2971,12.7857,13.09,130M
2006/11/27,13.2157,13.3084,12.7857,12.7914,269M
2006/11/28,12.9086,13.1386,12.8443,13.1157,259M
2006/11/29,13.2857,13.3071,12.8928,13.1143,290M
2006/11/30,13.1736,13.24,13.0086,13.0943,218M
2006/12/1,13.1143,13.19,12.8714,13.0457,199M
2006/12/4,13.1257,13.15,12.9286,13.0171,178M
2006/12/5,13.0936,13.19,12.9814,13.0386,166M
2006/12/6,12.9493,13.0557,12.81,12.8328,160M
2006/12/7,12.8607,12.9286,12.4143,12.4343,251M
2006/12/8,12.4614,12.77,12.4286,12.6086,196M
2006/12/11,12.7,12.7571,12.5786,12.6786,125M
2006/12/12,12.6586,12.6914,12.2186,12.3057,259M
2006/12/13,12.5586,12.7243,12.45,12.7214,214M
2006/12/14,12.7186,12.8571,12.6086,12.65,208M
2006/12/15,12.7171,12.7457,12.4757,12.5314,185M
2006/12/18,12.5178,12.5714,12.0843,12.21,181M
2006/12/19,12.1043,12.3828,11.9457,12.33,228M
2006/12/20,12.3528,12.3814,12.1057,12.1086,142M
2006/12/21,12.0994,12.2114,11.7428,11.8428,228M
2006/12/22,11.9228,12.0056,11.6571,11.7428,153M
2006/12/26,11.7414,11.7957,11.5557,11.6443,123M
2006/12/27,11.1643,11.7143,10.9671,11.6457,485M
2006/12/28,11.46,11.6071,11.3786,11.5528,285M
2006/12/29,11.9928,12.2,11.9086,12.12,269M
2007/1/3,12.3271,12.3686,11.7,11.9714,311M
2007/1/4,12.0071,12.2786,11.9743,12.2371,214M
2007/1/5,12.2528,12.3143,12.0571,12.15,209M
2007/1/8,12.28,12.3614,12.1828,12.21,199M
2007/1/9,12.35,13.2828,12.1643,13.2243,838M
2007/1/10,13.5357,13.9714,13.35,13.8571,740M
2007/1/11,13.7057,13.8257,13.5857,13.6857,361M
2007/1/12,13.5128,13.58,13.3186,13.5171,328M
2007/1/16,13.6686,13.8928,13.6357,13.8714,311M
2007/1/17,13.9371,13.9428,13.5457,13.5643,420M
2007/1/18,13.1571,13.1586,12.7214,12.7243,592M
2007/1/19,12.6614,12.8071,12.5886,12.6428,341M
2007/1/22,12.7343,12.7371,12.2357,12.3986,364M
2007/1/23,12.2471,12.5014,12.2157,12.2428,302M
2007/1/24,12.3828,12.45,12.2971,12.3857,232M
2007/1/25,12.4444,12.6428,12.29,12.3214,227M
2007/1/26,12.445,12.4814,12.1414,12.1971,247M
2007/1/29,12.3286,12.3786,12.2186,12.2771,226M
2007/1/30,12.3471,12.3557,12.1786,12.2214,145M
2007/1/31,12.1228,12.2857,12.05,12.2471,214M
2007/2/1,12.3186,12.3243,12.1057,12.1057,166M
2007/2/2,12.0171,12.1786,11.9571,12.1071,155M
2007/2/5,12.0428,12.1757,11.9914,11.9914,145M
2007/2/6,12.0643,12.0671,11.8371,12.0214,216M
2007/2/7,12.0714,12.34,11.9357,12.3071,267M
2007/2/8,12.2043,12.3586,12.2014,12.3114,170M
2007/2/9,12.2686,12.3143,11.8871,11.8957,215M
2007/2/12,12.0614,12.1686,11.9471,12.1257,181M
2007/2/13,12.1657,12.1843,12.0428,12.1,149M
2007/2/14,12.09,12.2343,12.0814,12.1857,127M
2007/2/15,12.2057,12.2314,12.1114,12.1728,90.98M
2007/2/16,12.1786,12.2014,12.0943,12.1186,100M
2007/2/20,12.0928,12.3086,12.0228,12.2714,154M
2007/2/21,12.2828,12.7843,12.28,12.7428,289M
2007/2/22,12.9714,12.9728,12.6471,12.7871,210M
2007/2/23,12.7371,12.9057,12.6928,12.7243,130M
2007/2/26,12.8343,12.8571,12.5157,12.6643,154M
2007/2/27,12.3286,12.44,11.9157,11.99,287M
2007/2/28,11.8571,12.2286,11.8571,12.0871,230M
2007/3/1,12.0043,12.6157,11.9643,12.4371,354M
2007/3/2,12.3957,12.5057,12.1728,12.2014,215M
2007/3/5,12.27,12.6643,12.2514,12.3314,210M
2007/3/6,12.5428,12.6157,12.4857,12.5986,181M
2007/3/7,12.5786,12.71,12.4928,12.5314,157M
2007/3/8,12.6557,12.6743,12.4943,12.5714,128M
2007/3/9,12.6857,12.6928,12.4857,12.5671,113M
2007/3/12,12.5814,12.8557,12.57,12.8386,182M
2007/3/13,12.7728,12.9428,12.6286,12.6286,217M
2007/3/14,12.6571,12.8571,12.56,12.8571,199M
2007/3/15,12.8514,12.9086,12.7586,12.7957,140M
2007/3/16,12.7911,12.8557,12.76,12.7986,143M
2007/3/19,12.8914,13.0786,12.7986,13.0186,178M
2007/3/20,13.05,13.12,13.0086,13.0686,122M
